"ano,""regiao"",""UF"",""etnia"",""%_etnia"",""%_desocupacao"",""%_subutilizacao"",""$_renda_med_formal"",""$_renda_med_informal"",""%_menor_renda_familiar"",""%_maior_renda_familiar"",""%_taxa_homicidio"""
"2013,""Sudeste"",""São Paulo"",""Preta"",""34.163251115135"",""9.0775265722455"",""15.546251565204"",""2033.8306896996"",""1465.4748389971"",""50.905067576703"",""9.9310741679101"",""17.94"""
"2013,""Norte"",""Acre"",""Branca"",""21.93596704812"",""7.3654371756207"",""19.53987406474"",""3073.6374061806"",""1537.8057001406"",""14.938499229433"",""40.573674316619"",""13.47"""
"2013,""Norte"",""Acre"",""Preta"",""77.617421619213"",""8.7079818510167"",""22.468570277601"",""2184.6508516192"",""1027.4361586963"",""83.185976455635"",""59.067167828001"",""32.76"""
"2013,""Norte"",""Amapá"",""Branca"",""19.523683481248"",""10.224329036518"",""17.730604278916"",""3203.5907928282"",""1813.0436296723"",""11.710238404704"",""31.567135213632"",""18.62"""
"2013,""Norte"",""Amapá"",""Preta"",""80.106971156152"",""12.856628535536"",""25.087133449182"",""2482.9614815309"",""1264.194192879"",""88.289761595297"",""67.758725876018"",""30.3"""
"2013,""Norte"",""Amazonas"",""Branca"",""16.992096590805"",""8.1985068322458"",""14.658951657088"",""4218.4049752162"",""2624.1956244054"",""8.1803918412029"",""39.955164833519"",""20.96"""
"2013,""Norte"",""Amazonas"",""Preta"",""81.248417240329"",""10.267353308117"",""18.551367075464"",""2004.8779489727"",""1124.5180150569"",""88.846424028"",""59.273400308275"",""34.45"""
"2013,""Norte"",""Pará"",""Branca"",""19.790608728259"",""8.5384290004304"",""23.997526984321"",""2823.4238975271"",""1675.7543315675"",""12.22370003742"",""33.515521765552"",""17.19"""
"2013,""Norte"",""Pará"",""Preta"",""79.739645447187"",""6.5937716697524"",""21.752980842254"",""1905.0615924867"",""976.03796866784"",""86.684954605416"",""65.861436250652"",""47.84"""
"2013,""Norte"",""Rondônia"",""Branca"",""32.334659484903"",""3.8394940718699"",""11.541568132514"",""2534.5263943311"",""1494.4249526304"",""26.489215235875"",""48.055180507203"",""26.66"""
"2013,""Norte"",""Rondônia"",""Preta"",""67.06660024814"",""5.8310577691936"",""14.523796403542"",""1882.1342767579"",""1131.9296189797"",""72.741284899706"",""49.989326067586"",""27.42"""
"2013,""Norte"",""Roraima"",""Branca"",""22.050191303747"",""7.1388954857994"",""18.090546490437"",""3790.7217634235"",""1766.5156368631"",""14.74254517264"",""39.27527669194"",""63.92"""
"2013,""Norte"",""Roraima"",""Preta"",""74.459431567093"",""8.0020928328667"",""23.99747516921"",""2716.8886826344"",""1313.060560348"",""77.470821276946"",""59.029652077316"",""42.31"""
"2013,""Norte"",""Tocantins"",""Branca"",""20.661822396518"",""6.8404989913142"",""19.392378432481"",""2983.9046496076"",""1623.4148558549"",""11.443674192911"",""35.247418184402"",""21.71"""
"2013,""Norte"",""Tocantins"",""Preta"",""78.949947255759"",""6.9349809861412"",""24.86665650709"",""2103.0567383728"",""1055.0994171668"",""88.314838028474"",""63.826607662642"",""23.07"""
"2013,""Nordeste"",""Alagoas"",""Branca"",""23.341412076423"",""9.7082630564875"",""23.082548519676"",""2179.4538689603"",""977.12135385023"",""17.269466541098"",""36.420481496279"",""14.52"""
"2013,""Nordeste"",""Alagoas"",""Preta"",""76.37994471488"",""10.438629010143"",""24.408101227868"",""1597.6389148952"",""818.68789952364"",""82.203464139679"",""63.505987558917"",""77.98"""
"2013,""Nordeste"",""Bahia"",""Branca"",""19.557608432442"",""8.1411589629724"",""26.061590658544"",""2807.1257144052"",""1057.4416631978"",""14.697338889652"",""35.877313515612"",""12.34"""
